incident_id,timestamp,network_element,region,raw_log,alarm_type,kpi_summary,packet_loss_percent,latency_ms,call_drop_rate,throughput_mbps,rrc_failure_rate,handover_failure_rate,prb_utilization,sinr_db,fault_category,root_cause,severity,resolution_steps,source_dataset
INC_001980,2024-03-03 19:36:00,AggregationRouter_5613,Delhi-NCR,Deleting block blk_1689772850125323349 file /mnt/hadoop/dfs/data/current/subdir27/blk_1689772850125323349,Block Transfer Latency,"packet_loss=5.78%, latency=139.07ms, call_drop_rate=2.15%, throughput=25.14Mbps, rrc_failure_rate=2.86%, handover_failure_rate=1.7%, prb_utilization=45.46%, sinr=22.77dB",5.78,139.07,2.15,25.14,2.86,1.7,45.46,22.77,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_001981,2024-03-06 10:28:00,eNodeB_5100,Mumbai-West,"- 1133928323 2005.12.06 R31-M0-NF-C:J07-U11 2005-12-06-20.05.23.094186 R31-M0-NF-C:J07-U11 RAS KERNEL INFO Kernel detected 4898338 integer alignment exceptions (4898331) iar 0x00544ea8, dear 0x049e75e0 (4898332) iar 0x00544eb8, dear 0x049e7600 (4898333) iar 0x00544ea8, dear 0x049e7620 (4898334) iar 0x00544eb8, dear 0x049e7640 (4898335) iar 0x00544ee0, dear 0x049e7660 (4898336) iar 0x00544ef0, dear 0x049e7680 (4898337) iar 0x00544ee0, dear 0x049e76a0 (4898338) iar 0x00544ef0, dear 0x049e76c0",Cache Error Alarm,"packet_loss=2.69%, latency=59.2ms, call_drop_rate=1.74%, throughput=50.68Mbps, rrc_failure_rate=1.45%, handover_failure_rate=1.89%, prb_utilization=56.27%, sinr=20.06dB",2.69,59.2,1.74,50.68,1.45,1.89,56.27,20.06,Memory/Cache Error,ECC memory correction event,Medium,Review ECC counters and node health; escalate if error rate increases,Loghub-BGL
INC_001982,2024-03-07 22:20:00,AMF_5418,Gurugram-Sector-44,Receiving block blk_4198733391373026104 src: /10.251.106.10:46843 dest: /10.251.106.10:50010,Block Transfer Latency,"packet_loss=8.77%, latency=103.1ms, call_drop_rate=2.31%, throughput=22.18Mbps, rrc_failure_rate=3.71%, handover_failure_rate=3.64%, prb_utilization=46.38%, sinr=13.26dB",8.77,103.1,2.31,22.18,3.71,3.64,46.38,13.26,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_001983,2024-03-03 16:20:00,eNodeB_8535,Hyderabad-HITEC-City,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-2035996502664501008 size 67108864,Data Transfer Delay,"packet_loss=4.57%, latency=127.29ms, call_drop_rate=4.92%, throughput=43.71Mbps, rrc_failure_rate=2.55%, handover_failure_rate=2.03%, prb_utilization=50.61%, sinr=20.88dB",4.57,127.29,4.92,43.71,2.55,2.03,50.61,20.88,Transport Degradation,Intermittent degradation in node-to-node data path,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_001984,2024-03-01 21:48:00,gNodeB_5623,Chennai-OMR,- 1125084143 2005.08.26 R67-M1-N8-C:J02-U11 2005-08-26-12.22.23.952539 R67-M1-N8-C:J02-U11 RAS KERNEL INFO iar 003a929c dear 01291708,No Major Alarm,"packet_loss=0.4%, latency=23.69ms, call_drop_rate=0.9%, throughput=71.44Mbps, rrc_failure_rate=0.45%, handover_failure_rate=0.87%, prb_utilization=51.9%, sinr=26.45dB",0.4,23.69,0.9,71.44,0.45,0.87,51.9,26.45,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_001985,2024-03-02 04:12:00,AggregationRouter_9039,Pune-Hinjewadi,BLOCK* NameSystem.delete: blk_-133919539232421451 is added to invalidSet of 10.250.10.176:50010,Replication Policy Violation,"packet_loss=7.28%, latency=77.86ms, call_drop_rate=6.48%, throughput=65.97Mbps, rrc_failure_rate=8.98%, handover_failure_rate=5.4%, prb_utilization=71.5%, sinr=21.76dB",7.28,77.86,6.48,65.97,8.98,5.4,71.5,21.76,Configuration Error,Incorrect or missing network mapping metadata,High,Audit recent configuration changes and rollback if needed,Loghub-HDFS
INC_001986,2024-03-03 00:00:00,CellSite_4172,Delhi-NCR,- 1120449678 2005.07.03 R37-M0-N1-C:J05-U11 2005-07-03-21.01.18.368546 R37-M0-N1-C:J05-U11 RAS KERNEL INFO generating core.7539,Control Stream Failure,"packet_loss=3.01%, latency=187.64ms, call_drop_rate=6.05%, throughput=11.3Mbps, rrc_failure_rate=5.1%, handover_failure_rate=3.94%, prb_utilization=49.32%, sinr=12.15dB",3.01,187.64,6.05,11.3,5.1,3.94,49.32,12.15,Application Crash,Application process crash generated core dump,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_001987,2024-03-01 19:54:00,MME_3915,Hyderabad-HITEC-City,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_-8145226289286457574 size 67108864,Data Transfer Delay,"packet_loss=8.87%, latency=168.91ms, call_drop_rate=2.71%, throughput=14.35Mbps, rrc_failure_rate=3.97%, handover_failure_rate=1.67%, prb_utilization=68.5%, sinr=12.13dB",8.87,168.91,2.71,14.35,3.97,1.67,68.5,12.13,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_001988,2024-03-07 19:00:00,gNodeB_7838,Delhi-NCR,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.5:50010 is added to blk_4361294871479973840 size 67108864,Transport Throughput Degradation,"packet_loss=9.27%, latency=205.46ms, call_drop_rate=5.4%, throughput=35.43Mbps, rrc_failure_rate=3.55%, handover_failure_rate=1.64%, prb_utilization=53.75%, sinr=21.6dB",9.27,205.46,5.4,35.43,3.55,1.64,53.75,21.6,Transport Degradation,Intermittent degradation in node-to-node data path,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_001989,2024-03-02 00:49:00,gNodeB_9964,Pune-Hinjewadi,PacketResponder 0 for block blk_-1096621677333075077 terminating,Backhaul Packet Loss Alarm,"packet_loss=9.68%, latency=310.85ms, call_drop_rate=4.52%, throughput=22.4Mbps, rrc_failure_rate=3.13%, handover_failure_rate=1.84%, prb_utilization=54.26%, sinr=10.89dB",9.68,310.85,4.52,22.4,3.13,1.84,54.26,10.89,Backhaul Issue,Packet forwarding interruption on transport path,Critical,Escalate to transport team for backhaul path validation,Loghub-HDFS
INC_001990,2024-03-05 17:48:00,AMF_5920,Bengaluru-East,- 1131473825 2005.11.08 R62-M0-N1-C:J10-U01 2005-11-08-10.17.05.439216 R62-M0-N1-C:J10-U01 RAS KERNEL INFO iar 00106200 dear 0247019c,No Major Alarm,"packet_loss=0.48%, latency=43.01ms, call_drop_rate=0.57%, throughput=98.83Mbps, rrc_failure_rate=0.91%, handover_failure_rate=0.93%, prb_utilization=48.68%, sinr=24.38dB",0.48,43.01,0.57,98.83,0.91,0.93,48.68,24.38,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_001991,2024-03-06 05:05:00,AMF_1145,Chennai-OMR,PacketResponder 0 for block blk_2508619583759354778 terminating,Transport Stream Failure,"packet_loss=17.6%, latency=190.31ms, call_drop_rate=5.74%, throughput=21.63Mbps, rrc_failure_rate=3.02%, handover_failure_rate=3.84%, prb_utilization=60.2%, sinr=13.68dB",17.6,190.31,5.74,21.63,3.02,3.84,60.2,13.68,Backhaul Issue,Transport pipeline termination between nodes,Critical,"Check transport link stability, validate packet drops, and inspect router interface errors",Loghub-HDFS
INC_001992,2024-03-02 19:20:00,gNodeB_9543,Delhi-NCR,- 1125083731 2005.08.26 R61-M0-N3-C:J11-U11 2005-08-26-12.15.31.374008 R61-M0-N3-C:J11-U11 RAS KERNEL INFO iar 003a9254 dear 00f07a88,No Major Alarm,"packet_loss=1.12%, latency=39.07ms, call_drop_rate=0.25%, throughput=61.42Mbps, rrc_failure_rate=1.09%, handover_failure_rate=0.83%, prb_utilization=49.19%, sinr=25.11dB",1.12,39.07,0.25,61.42,1.09,0.83,49.19,25.11,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_001993,2024-03-01 11:05:00,CellSite_9351,Pune-Hinjewadi,KERNDTLB 1118544942 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.55.42.506216 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,Control Stream Failure,"packet_loss=3.49%, latency=223.97ms, call_drop_rate=2.84%, throughput=56.57Mbps, rrc_failure_rate=3.91%, handover_failure_rate=2.96%, prb_utilization=69.66%, sinr=22.11dB",3.49,223.97,2.84,56.57,3.91,2.96,69.66,22.11,Application Crash,Control stream failure between node and management process,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_001994,2024-03-02 07:48:00,AggregationRouter_6419,Pune-Hinjewadi,Received block blk_1188202922232921994 of size 67108864 from /10.250.10.100,Data Transfer Delay,"packet_loss=8.0%, latency=154.39ms, call_drop_rate=4.28%, throughput=31.46Mbps, rrc_failure_rate=1.18%, handover_failure_rate=2.53%, prb_utilization=76.51%, sinr=13.4dB",8.0,154.39,4.28,31.46,1.18,2.53,76.51,13.4,Transport Degradation,High transport latency during data transfer,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_001995,2024-03-04 07:32:00,eNodeB_4901,Pune-Hinjewadi,Receiving block blk_-116589515245909549 src: /10.251.203.179:33198 dest: /10.251.203.179:50010,Data Transfer Delay,"packet_loss=6.18%, latency=132.48ms, call_drop_rate=3.31%, throughput=13.75Mbps, rrc_failure_rate=3.92%, handover_failure_rate=2.46%, prb_utilization=76.01%, sinr=21.81dB",6.18,132.48,3.31,13.75,3.92,2.46,76.01,21.81,Transport Degradation,Temporary throughput reduction on transport link,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_001996,2024-03-03 23:50:00,MME_4237,Chennai-OMR,- 1121256377 2005.07.13 R22-M1-N2-C:J08-U11 2005-07-13-05.06.17.839446 R22-M1-N2-C:J08-U11 RAS KERNEL INFO generating core.5054,Process Crash,"packet_loss=7.35%, latency=144.73ms, call_drop_rate=6.71%, throughput=59.04Mbps, rrc_failure_rate=5.19%, handover_failure_rate=2.92%, prb_utilization=71.99%, sinr=13.8dB",7.35,144.73,6.71,59.04,5.19,2.92,71.99,13.8,Application Crash,Runtime process failure,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_001997,2024-03-03 22:20:00,eNodeB_5514,Delhi-NCR,- 1121252397 2005.07.13 R23-M1-N6-C:J14-U11 2005-07-13-03.59.57.142168 R23-M1-N6-C:J14-U11 RAS KERNEL INFO 116130784 double-hummer alignment exceptions,Memory Parity Alarm,"packet_loss=3.79%, latency=86.29ms, call_drop_rate=4.35%, throughput=60.18Mbps, rrc_failure_rate=1.26%, handover_failure_rate=3.39%, prb_utilization=55.06%, sinr=23.75dB",3.79,86.29,4.35,60.18,1.26,3.39,55.06,23.75,Memory/Cache Error,Correctable memory or cache parity error,High,Review ECC counters and node health; escalate if error rate increases,Loghub-BGL
INC_001998,2024-03-04 18:06:00,gNodeB_6297,Chennai-OMR,"- 1133310116 2005.11.29 R67-M1-N7 2005-11-29-16.21.56.855025 R67-M1-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 04D37DF2DE7BFFFF0D081AF0DAD2, found 04DD80740E2FFFFF0A0C19D0CEBD",No Major Alarm,"packet_loss=0.18%, latency=68.96ms, call_drop_rate=0.98%, throughput=71.86Mbps, rrc_failure_rate=0.24%, handover_failure_rate=0.77%, prb_utilization=55.23%, sinr=23.3dB",0.18,68.96,0.98,71.86,0.24,0.77,55.23,23.3,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_001999,2024-03-03 06:18:00,gNodeB_7201,Pune-Hinjewadi,- 1131126178 2005.11.04 R62-M0-ND-C:J09-U01 2005-11-04-09.42.58.025371 R62-M0-ND-C:J09-U01 RAS KERNEL INFO iar 0010681c dear 02f692fc,No Major Alarm,"packet_loss=0.58%, latency=32.78ms, call_drop_rate=0.57%, throughput=119.79Mbps, rrc_failure_rate=0.2%, handover_failure_rate=0.87%, prb_utilization=54.77%, sinr=22.44dB",0.58,32.78,0.57,119.79,0.2,0.87,54.77,22.44,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_002000,2024-03-07 22:10:00,eNodeB_8727,Bengaluru-East,- 1135653442 2005.12.26 R37-M1-NC-C:J02-U11 2005-12-26-19.17.22.803508 R37-M1-NC-C:J02-U11 RAS KERNEL INFO instruction cache parity error corrected,Memory Parity Alarm,"packet_loss=3.5%, latency=101.9ms, call_drop_rate=4.79%, throughput=49.07Mbps, rrc_failure_rate=2.24%, handover_failure_rate=0.98%, prb_utilization=63.48%, sinr=25.81dB",3.5,101.9,4.79,49.07,2.24,0.98,63.48,25.81,Memory/Cache Error,Processor cache parity fault,High,Review ECC counters and node health; escalate if error rate increases,Loghub-BGL
INC_002001,2024-03-01 09:49:00,MME_9495,Delhi-NCR,PacketResponder 1 for block blk_4967492069970766092 terminating,Packet Responder Termination,"packet_loss=17.65%, latency=247.72ms, call_drop_rate=4.12%, throughput=6.39Mbps, rrc_failure_rate=3.89%, handover_failure_rate=1.85%, prb_utilization=48.16%, sinr=15.28dB",17.65,247.72,4.12,6.39,3.89,1.85,48.16,15.28,Backhaul Issue,Backhaul data stream instability,Critical,"Check transport link stability, validate packet drops, and inspect router interface errors",Loghub-HDFS
INC_002002,2024-03-01 22:30:00,AggregationRouter_3571,Chennai-OMR,- 1118771475 2005.06.14 R26-M1-NA-C:J06-U01 2005-06-14-10.51.15.744393 R26-M1-NA-C:J06-U01 RAS KERNEL FATAL data address space................0,Control Stream Failure,"packet_loss=6.33%, latency=199.0ms, call_drop_rate=4.89%, throughput=43.19Mbps, rrc_failure_rate=5.85%, handover_failure_rate=1.74%, prb_utilization=78.06%, sinr=22.7dB",6.33,199.0,4.89,43.19,5.85,1.74,78.06,22.7,Application Crash,Application process crash generated core dump,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_002003,2024-03-03 04:30:00,MME_8404,Hyderabad-HITEC-City,- 1120924566 2005.07.09 R35-M1-N7-C:J10-U01 2005-07-09-08.56.06.557539 R35-M1-N7-C:J10-U01 RAS KERNEL INFO generating core.8897,Process Crash,"packet_loss=3.0%, latency=158.54ms, call_drop_rate=6.19%, throughput=46.26Mbps, rrc_failure_rate=7.33%, handover_failure_rate=1.69%, prb_utilization=69.08%, sinr=22.43dB",3.0,158.54,6.19,46.26,7.33,1.69,69.08,22.43,Application Crash,Runtime process failure,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_002004,2024-03-07 00:15:00,gNodeB_1060,Chennai-OMR,- 1131590868 2005.11.09 R63-M0-N1-C:J07-U01 2005-11-09-18.47.48.543958 R63-M0-N1-C:J07-U01 RAS KERNEL INFO iar 00113898 dear 0fee9c4c,No Major Alarm,"packet_loss=1.02%, latency=45.77ms, call_drop_rate=0.69%, throughput=89.88Mbps, rrc_failure_rate=0.68%, handover_failure_rate=0.8%, prb_utilization=28.68%, sinr=26.14dB",1.02,45.77,0.69,89.88,0.68,0.8,28.68,26.14,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_002005,2024-03-03 20:56:00,AMF_2422,Mumbai-West,- 1121900596 2005.07.20 R24-M0-NB-C:J06-U11 2005-07-20-16.03.16.028154 R24-M0-NB-C:J06-U11 RAS KERNEL INFO 8 floating point alignment exceptions,Memory Parity Alarm,"packet_loss=3.29%, latency=117.76ms, call_drop_rate=4.08%, throughput=45.36Mbps, rrc_failure_rate=3.35%, handover_failure_rate=3.58%, prb_utilization=72.96%, sinr=23.22dB",3.29,117.76,4.08,45.36,3.35,3.58,72.96,23.22,Memory/Cache Error,ECC memory correction event,High,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_002006,2024-03-01 05:15:00,UPF_1251,Gurugram-Sector-44,10.251.214.112:50010 Served block blk_4081177399275502985 to /10.251.110.68,Data Transfer Delay,"packet_loss=7.72%, latency=136.77ms, call_drop_rate=4.62%, throughput=44.15Mbps, rrc_failure_rate=1.35%, handover_failure_rate=2.1%, prb_utilization=58.98%, sinr=20.04dB",7.72,136.77,4.62,44.15,1.35,2.1,58.98,20.04,Transport Degradation,Temporary throughput reduction on transport link,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_002007,2024-03-01 19:08:00,AggregationRouter_6668,Delhi-NCR,- 1118772122 2005.06.14 R27-M0-N1-C:J08-U11 2005-06-14-11.02.02.749469 R27-M0-N1-C:J08-U11 RAS KERNEL FATAL icache prefetch threshold................0,Control Stream Failure,"packet_loss=10.83%, latency=189.5ms, call_drop_rate=3.99%, throughput=24.68Mbps, rrc_failure_rate=7.7%, handover_failure_rate=4.09%, prb_utilization=63.99%, sinr=18.74dB",10.83,189.5,3.99,24.68,7.7,4.09,63.99,18.74,Application Crash,Application process crash generated core dump,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_002008,2024-03-01 22:07:00,gNodeB_2158,Mumbai-West,"- 1125087561 2005.08.26 R14-M1-N5-C:J12-U11 2005-08-26-13.19.21.725812 R14-M1-N5-C:J12-U11 RAS KERNEL INFO CE sym 0, at 0x12af93a0, mask 0x08",Cache Error Alarm,"packet_loss=3.18%, latency=87.21ms, call_drop_rate=3.93%, throughput=77.56Mbps, rrc_failure_rate=4.17%, handover_failure_rate=2.3%, prb_utilization=40.65%, sinr=20.69dB",3.18,87.21,3.93,77.56,4.17,2.3,40.65,20.69,Memory/Cache Error,Processor cache parity fault,Medium,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_002009,2024-03-02 22:30:00,CellSite_2456,Mumbai-West,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_000720_0/part-00720. blk_-7988596544606686086,No Major Alarm,"packet_loss=1.05%, latency=51.74ms, call_drop_rate=0.77%, throughput=52.85Mbps, rrc_failure_rate=0.67%, handover_failure_rate=0.86%, prb_utilization=49.17%, sinr=26.89dB",1.05,51.74,0.77,52.85,0.67,0.86,49.17,26.89,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
INC_002010,2024-03-02 01:05:00,AggregationRouter_3717,Delhi-NCR,- 1118773618 2005.06.14 R25-M1-N7-C:J09-U11 2005-06-14-11.26.58.490506 R25-M1-N7-C:J09-U11 RAS KERNEL FATAL instruction address space.........0,Control Stream Failure,"packet_loss=4.23%, latency=205.82ms, call_drop_rate=6.4%, throughput=24.55Mbps, rrc_failure_rate=4.79%, handover_failure_rate=3.55%, prb_utilization=60.87%, sinr=18.03dB",4.23,205.82,6.4,24.55,4.79,3.55,60.87,18.03,Application Crash,Application process crash generated core dump,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_002011,2024-03-03 10:18:00,gNodeB_5584,Gurugram-Sector-44,Deleting block blk_1350741653957819140 file /mnt/hadoop/dfs/data/current/subdir32/blk_1350741653957819140,Transport Throughput Degradation,"packet_loss=6.17%, latency=190.58ms, call_drop_rate=5.45%, throughput=28.26Mbps, rrc_failure_rate=4.49%, handover_failure_rate=4.8%, prb_utilization=67.47%, sinr=19.52dB",6.17,190.58,5.45,28.26,4.49,4.8,67.47,19.52,Transport Degradation,Temporary throughput reduction on transport link,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_002012,2024-03-02 20:24:00,MME_3375,Mumbai-West,Deleting block blk_6695517786834913217 file /mnt/hadoop/dfs/data/current/subdir15/blk_6695517786834913217,Data Transfer Delay,"packet_loss=7.64%, latency=132.34ms, call_drop_rate=4.07%, throughput=26.58Mbps, rrc_failure_rate=3.38%, handover_failure_rate=2.67%, prb_utilization=70.43%, sinr=14.74dB",7.64,132.34,4.07,26.58,3.38,2.67,70.43,14.74,Transport Degradation,Intermittent degradation in node-to-node data path,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_002013,2024-03-04 07:27:00,UPF_9561,Mumbai-West,Deleting block blk_1587615395786683981 file /mnt/hadoop/dfs/data/current/subdir14/blk_1587615395786683981,Data Transfer Delay,"packet_loss=4.54%, latency=159.37ms, call_drop_rate=3.05%, throughput=24.96Mbps, rrc_failure_rate=2.22%, handover_failure_rate=4.39%, prb_utilization=67.23%, sinr=20.84dB",4.54,159.37,3.05,24.96,2.22,4.39,67.23,20.84,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_002014,2024-03-02 00:08:00,CellSite_2833,Pune-Hinjewadi,- 1127264516 2005.09.20 R05-M0-N1-C:J06-U11 2005-09-20-18.01.56.398119 R05-M0-N1-C:J06-U11 RAS KERNEL FATAL rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,Control Stream Failure,"packet_loss=8.9%, latency=96.82ms, call_drop_rate=2.98%, throughput=22.65Mbps, rrc_failure_rate=3.3%, handover_failure_rate=5.86%, prb_utilization=56.26%, sinr=17.83dB",8.9,96.82,2.98,22.65,3.3,5.86,56.26,17.83,Application Crash,Runtime process failure,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_002015,2024-03-05 02:12:00,gNodeB_5831,Chennai-OMR,"- 1128114748 2005.09.30 R11-M1-NE-C:J17-U01 2005-09-30-14.12.28.114880 R11-M1-NE-C:J17-U01 RAS KERNEL INFO CE sym 9, at 0x11b9cc60, mask 0x04",Memory Parity Alarm,"packet_loss=2.59%, latency=128.5ms, call_drop_rate=1.55%, throughput=75.95Mbps, rrc_failure_rate=4.07%, handover_failure_rate=1.14%, prb_utilization=69.2%, sinr=16.5dB",2.59,128.5,1.55,75.95,4.07,1.14,69.2,16.5,Memory/Cache Error,ECC memory correction event,High,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_002016,2024-03-02 16:54:00,CellSite_9084,Pune-Hinjewadi,BLOCK* NameSystem.delete: blk_-4149539113118855204 is added to invalidSet of 10.251.71.16:50010,Replication Policy Violation,"packet_loss=4.93%, latency=84.92ms, call_drop_rate=8.59%, throughput=45.6Mbps, rrc_failure_rate=3.75%, handover_failure_rate=6.63%, prb_utilization=77.71%, sinr=16.8dB",4.93,84.92,8.59,45.6,3.75,6.63,77.71,16.8,Configuration Error,Incorrect or missing network mapping metadata,High,"Validate configuration consistency, compare with golden config, and repair missing mappings",Loghub-HDFS
INC_002017,2024-03-03 03:20:00,eNodeB_6538,Mumbai-West,Receiving block blk_-5817942497672492100 src: /10.251.107.19:35639 dest: /10.251.107.19:50010,Data Transfer Delay,"packet_loss=4.69%, latency=157.31ms, call_drop_rate=4.44%, throughput=20.93Mbps, rrc_failure_rate=3.47%, handover_failure_rate=3.18%, prb_utilization=76.21%, sinr=18.99dB",4.69,157.31,4.44,20.93,3.47,3.18,76.21,18.99,Transport Degradation,Temporary throughput reduction on transport link,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_002018,2024-03-01 19:47:00,AMF_8836,Pune-Hinjewadi,- 1122431319 2005.07.26 R16-M0-ND-C:J13-U01 2005-07-26-19.28.39.863604 R16-M0-ND-C:J13-U01 RAS KERNEL INFO generating core.59977,Process Crash,"packet_loss=5.38%, latency=175.86ms, call_drop_rate=4.7%, throughput=46.94Mbps, rrc_failure_rate=4.96%, handover_failure_rate=4.51%, prb_utilization=66.78%, sinr=19.64dB",5.38,175.86,4.7,46.94,4.96,4.51,66.78,19.64,Application Crash,Runtime process failure,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_002019,2024-03-01 03:18:00,eNodeB_1753,Chennai-OMR,- 1118081467 2005.06.06 R02-M1-N0-C:J12-U11 2005-06-06-11.11.07.787886 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,Memory Parity Alarm,"packet_loss=2.9%, latency=75.86ms, call_drop_rate=1.91%, throughput=25.42Mbps, rrc_failure_rate=4.91%, handover_failure_rate=3.16%, prb_utilization=63.16%, sinr=16.21dB",2.9,75.86,1.91,25.42,4.91,3.16,63.16,16.21,Memory/Cache Error,Processor cache parity fault,Medium,Review ECC counters and node health; escalate if error rate increases,Loghub-BGL
INC_002020,2024-03-02 23:03:00,UPF_1867,Bengaluru-East,Receiving block blk_-8974021306351083168 src: /10.251.91.15:40699 dest: /10.251.91.15:50010,Block Transfer Latency,"packet_loss=7.88%, latency=129.61ms, call_drop_rate=2.93%, throughput=37.94Mbps, rrc_failure_rate=3.03%, handover_failure_rate=2.63%, prb_utilization=71.82%, sinr=23.76dB",7.88,129.61,2.93,37.94,3.03,2.63,71.82,23.76,Transport Degradation,Intermittent degradation in node-to-node data path,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_002021,2024-03-03 14:42:00,CellSite_8569,Pune-Hinjewadi,"- 1133454748 2005.12.01 R36-M1-NA-C:J05-U11 2005-12-01-08.32.28.589350 R36-M1-NA-C:J05-U11 RAS KERNEL INFO 10744 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",No Major Alarm,"packet_loss=0.91%, latency=30.4ms, call_drop_rate=0.81%, throughput=102.11Mbps, rrc_failure_rate=0.01%, handover_failure_rate=0.79%, prb_utilization=35.34%, sinr=19.89dB",0.91,30.4,0.81,102.11,0.01,0.79,35.34,19.89,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_002022,2024-03-02 20:33:00,CellSite_1836,Chennai-OMR,- 1121310867 2005.07.13 R26-M0-N9-C:J08-U01 2005-07-13-20.14.27.766914 R26-M0-N9-C:J08-U01 RAS KERNEL INFO generating core.32010,Process Crash,"packet_loss=10.31%, latency=99.55ms, call_drop_rate=7.42%, throughput=36.13Mbps, rrc_failure_rate=2.37%, handover_failure_rate=2.14%, prb_utilization=68.43%, sinr=18.98dB",10.31,99.55,7.42,36.13,2.37,2.14,68.43,18.98,Application Crash,Application process crash generated core dump,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_002023,2024-03-01 17:56:00,CellSite_9034,Mumbai-West,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001560_0/part-01560. blk_3376391218693716925,No Major Alarm,"packet_loss=0.06%, latency=64.64ms, call_drop_rate=0.33%, throughput=43.12Mbps, rrc_failure_rate=0.7%, handover_failure_rate=0.99%, prb_utilization=47.65%, sinr=27.86dB",0.06,64.64,0.33,43.12,0.7,0.99,47.65,27.86,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
INC_002024,2024-03-03 00:54:00,AggregationRouter_8553,Pune-Hinjewadi,PacketResponder 2 for block blk_2953550760670423417 terminating,Packet Responder Termination,"packet_loss=8.83%, latency=256.22ms, call_drop_rate=7.96%, throughput=20.95Mbps, rrc_failure_rate=3.57%, handover_failure_rate=3.15%, prb_utilization=41.5%, sinr=12.62dB",8.83,256.22,7.96,20.95,3.57,3.15,41.5,12.62,Backhaul Issue,Backhaul data stream instability,Critical,"Check transport link stability, validate packet drops, and inspect router interface errors",Loghub-HDFS
